ObjectName,ObjectID,ObjectCategory,GtCategory,Planarity,Scatter,Linearity,MinHeight,MaxHeight,centroid_x,centroid_y,centroid_z,Volume,BiggestArea,Orientation,HueMean,SatMean,ValMean,HueStdv,SatStdv,ValStdv,HueHist0,HueHist1,HueHist2,HueHist3,HueHist4,ValHist0,ValHist1,ValHist2,ValHist3,ValHist4,SatHist0,SatHist1,SatHist2,SatHist3,SatHist4
night_stand_0,1207,night_stand,167,0.161568,0.598248,0.316588,-0.0642297,0.451069,1.92878,0.299026,0.0761799,0.166221,0.438679,78.6055,77.0681,0.549437,0.123209,103.532,0.272357,0.0998238,0.806219,0.0349202,0.00597772,0.0419731,0.11091,0.753365,0.24199,0.00425752,0.000258031,0.000129016,0.131338,0.172064,0.280996,0.215886,0.199716
laptop_0,1209,laptop,100,0.177752,0.762458,0.554811,0.684143,0.942816,-0.533657,0.750329,2.0927,0.0349305,0.148362,89.8643,211.781,0.652563,0.708168,62.5869,0.241258,0.310693,0.0820089,0.00254291,0.19199,0.691672,0.0317864,0.0610299,0.186904,0.0928163,0.115702,0.543547,0.11316,0.0642085,0.102988,0.396058,0.323586
speaker_0,1210,speaker,120,0.298024,0.543122,0.165671,0.633038,0.822646,-0.112651,0.720491,2.05475,0.00474566,0.0322137,89.812,221.697,0.234115,0.272429,79.3623,0.146424,0.177718,0.113215,0,0.00702713,0.846379,0.0333789,0.332032,0.431193,0.203592,0.0281085,0.00507515,0.43861,0.454031,0.0874488,0.0162014,0.00370876
pen_holder_0,1211,pen_holder,74,0.279883,0.489393,0.0941479,0.642077,0.798574,0.0865541,0.697243,2.04586,0.00339683,0.0290088,87.3753,158.93,0.273733,0.28113,121.775,0.239977,0.198304,0.41452,0.0354215,0.0105386,0.414227,0.125293,0.362998,0.355094,0.228337,0.0485948,0.00497658,0.493852,0.285422,0.113876,0.0541569,0.0526932
bottle_0,1212,bottle,12,0.0495579,0.690685,0.511249,0.599103,0.947416,0.345848,0.789899,2.07083,0.0136795,0.085003,69.6129,223.258,0.341642,0.618587,48.0693,0.247358,0.314229,0.0287253,0.00359066,0.269898,0.64991,0.0478755,0.140036,0.166966,0.143627,0.150209,0.399162,0.372232,0.292041,0.172352,0.0939557,0.0694195
lamp_0,1213,lamp,16,0.0865044,0.818753,0.684877,0.626863,1.10741,0.608419,0.852028,1.98767,0.0756903,0.316412,77.633,245.363,0.30569,0.427706,122.17,0.265862,0.345322,0.193252,0.00246181,0.0083267,0.250525,0.545435,0.339584,0.223011,0.131924,0.0808776,0.224604,0.436971,0.253783,0.146188,0.105061,0.0579972
book_0,1214,book,124,0.322751,0.557032,0.174172,0.615055,0.723842,0.320824,0.674685,1.80549,0.0116102,0.0837895,7.68347,158.083,0.373282,0.494782,152.829,0.294113,0.309205,0.509516,0.0111073,0.0151033,0.114731,0.349543,0.225059,0.198442,0.186251,0.176024,0.214223,0.396885,0.189638,0.164172,0.139045,0.110261
table_0,1215,table,41,0.120517,0.876616,0.754665,0.569998,0.665838,0.263708,0.630623,1.82861,0.246279,1.93176,3.13688,189.256,0.287783,0.25796,126.752,0.2469,0.259994,0.320237,0.00880962,0.0214831,0.424871,0.224599,0.548298,0.218015,0.0997187,0.0752063,0.0587617,0.446323,0.282001,0.152453,0.0756391,0.0435844
shelf_0,1216,shelf,58,0.0729273,0.895565,0.806883,1.2,1.2978,-0.756286,1.25446,2.0136,0.0299127,0.284396,1.23416,109.282,0.16787,0.598339,122.313,0.114003,0.239419,0.673447,0.00283822,0.012299,0.179754,0.131662,0.0641753,0.170136,0.161306,0.39877,0.205613,0.686377,0.289814,0.0168716,0.00283822,0.00409965
chair_0,1217,chair,39,0.206318,0.737049,0.502414,-0.0161339,1.16607,-0.315029,0.738773,1.20922,0.247948,0.678287,80.8554,238.117,0.313193,0.181893,61.9257,0.158543,0.130579,0.0616553,0.00236022,0.0207299,0.841264,0.0739908,0.602414,0.351673,0.0337779,0.00685801,0.0052771,0.246977,0.497918,0.211351,0.0320857,0.0116675
chair_1,1218,chair,39,0.149563,0.403492,0.0304569,2.65837e-05,0.614481,-0.185827,0.457262,1.32927,0.631202,0.823782,45.5574,200.292,0.343526,0.130118,91.7384,0.217267,0.159004,0.190219,0.00973027,0.071389,0.670431,0.0582304,0.796975,0.148374,0.0277792,0.0115452,0.0153264,0.273506,0.380338,0.243156,0.060247,0.0427527
wastebasket_0,1219,wastebasket,61,0.264124,0.606097,0.277083,0.104052,0.285143,0.773624,0.197672,1.7965,0.0191112,0.11148,3.53624,131.959,0.602279,0.193324,150.443,0.322661,0.0513221,0.584956,0.000252845,0.00164349,0.147661,0.265487,0.653477,0.344627,0.00189633,0,0,0.189633,0.176233,0.0519595,0.135398,0.446776
window_0,1220,window,5,0.112047,0.870563,0.749822,0.960008,1.37731,0.585468,1.16636,2.21486,0.159503,0.454863,85.8233,151.306,0.0605776,0.793806,143.288,0.0919162,0.285359,0.473568,0.00518587,0.0191427,0.261741,0.240362,0.0497817,0.117092,0.0763196,0.0846408,0.672166,0.93056,0.062032,0.00403493,0.0017198,0.00165366
curtain_0,1221,curtain,21,0.173188,0.806608,0.623318,1.36501,2.03824,0.462035,1.58534,2.1308,0.228525,0.868485,77.4537,105.589,0.058291,0.758837,135.707,0.0771191,0.265539,0.675145,0.0159465,0.0180384,0.0843651,0.206505,0.043856,0.0998266,0.126875,0.148012,0.58143,0.95786,0.0365922,0.00440804,0.000642712,0.000497193
shelves_0,1222,shelves,57,0.272966,0.64853,0.336312,1.51992e-05,1.80753,1.66479,0.941373,2.01176,0.848945,1.6366,86.847,171.958,0.342005,0.186277,128.221,0.270374,0.19316,0.37998,0.0291939,0.0733436,0.293737,0.223745,0.660308,0.20787,0.0878813,0.0267616,0.017179,0.376356,0.290071,0.156409,0.0966137,0.0805497
clothes_box_0,1223,clothes_box,87,0.13739,0.535086,0.233934,1.91927e-05,0.54375,2.37808,0.294502,1.75335,0.237125,0.416388,67.5673,166.452,0.108489,0.533836,119.524,0.122393,0.183267,0.378783,0.0181472,0.182152,0.223689,0.197229,0.0333605,0.233415,0.385683,0.253355,0.0941864,0.873132,0.0935344,0.0168704,0.0118446,0.00461831
picture_0,1224,picture,35,0.134221,0.499075,0.181502,1.11061,1.3976,2.73151,1.27221,1.80939,0.0505534,0.161121,46.6582,93.0424,0.135936,0.533568,115.201,0.100166,0.202188,0.723292,0.0100701,0.0430531,0.10289,0.120695,0.0318155,0.22986,0.42411,0.18272,0.131494,0.823701,0.160683,0.00948628,0.00248103,0.00364857
shelf_1,1225,shelf,58,0.0948874,0.845657,0.721042,1.08001,1.23781,2.81366,1.16224,1.84431,0.0496689,0.265502,2.37389,71.3822,0.169428,0.531703,98.8187,0.150173,0.22026,0.83393,0.00751207,0.0173493,0.0525845,0.0886246,0.104811,0.146664,0.33697,0.316938,0.0946163,0.723574,0.219728,0.0313897,0.012699,0.0126096
shelf_2,1226,shelf,58,0.0551346,0.896741,0.817544,1.47045,1.5738,2.68156,1.52938,1.77203,0.0181197,0.169383,1.49724,48.0096,0.152182,0.475958,69.6547,0.0751059,0.108282,0.937952,0.000380662,0.000761325,0.0156072,0.0452988,0.0472021,0.0388276,0.870575,0.0430148,0.000380662,0.900266,0.0860297,0.00761325,0.00342596,0.00266464
picture_1,1227,picture,35,0.363737,0.461522,0.0104139,1.08,1.87686,3.02337,1.54338,0.92123,0.466686,1.07968,87.1881,124.604,0.194101,0.514207,139.382,0.128577,0.211846,0.619212,0.00715852,0.0316459,0.100012,0.241971,0.0520957,0.290564,0.335076,0.197787,0.124478,0.622562,0.313175,0.0517029,0.00882812,0.00373204
picture_2,1228,picture,35,0.219855,0.662298,0.38352,1.12501,2.01036,2.98491,1.6037,0.137284,0.308944,0.72657,83.9979,136.138,0.202927,0.675519,106.272,0.147536,0.167934,0.440819,0.129822,0.0891767,0.238701,0.101481,0.00452345,0.0592929,0.251863,0.432972,0.251348,0.507484,0.397418,0.0847983,0.00659396,0.0037058
scarf_0,1229,scarf,170,0.138088,0.858537,0.718761,0.750002,1.901,2.2777,1.26604,-0.205499,0.0936424,0.551101,87.8675,128.465,0.162977,0.68394,120.872,0.174927,0.203958,0.566907,0.0301788,0.0822418,0.152101,0.168571,0.00706029,0.109474,0.206248,0.334461,0.342756,0.653249,0.220462,0.108068,0.017664,0.000557391
lamp_1,1230,lamp,16,0.155001,0.541735,0.235103,0.420634,0.666888,1.99892,0.570341,0.151323,0.00831802,0.0490373,75.7971,82.4074,0.503668,0.365965,138.551,0.192544,0.127537,0.785132,0.000127291,0.000381874,0.0119654,0.202393,0.122963,0.468432,0.389638,0.0155295,0.00343686,0.0403513,0.269857,0.443992,0.154659,0.0911405
pillow_0,1231,pillow,18,0.0697081,0.902269,0.818549,0.42,0.609289,2.62881,0.504551,0.0650395,0.105086,0.412896,16.3961,159.445,0.0755461,0.741464,114.319,0.0900609,0.131734,0.380045,0.0279,0.138527,0.330062,0.123466,0.0017345,0.027202,0.106904,0.481745,0.382414,0.933899,0.0425163,0.0215331,0.00198832,6.34571e-05
bed_0,1232,bed,17,0.257954,0.686029,0.400066,-0.0229645,0.494237,2.51743,0.370458,0.702855,1.42775,2.34023,11.1366,220.257,0.334899,0.444587,59.936,0.14794,0.155672,0.076481,0.00474391,0.0467098,0.840828,0.0312369,0.0978619,0.199784,0.590776,0.101431,0.010147,0.139723,0.597536,0.218686,0.0318925,0.0121631
shoes_0,1233,shoes,123,0.0750825,0.907411,0.823576,1.07288e-06,0.0901297,1.96425,0.0281679,1.2146,0.0198889,0.204841,2.00046,138.129,0.482378,0.0555397,111.133,0.287801,0.0526818,0.449004,0.0966337,0.0740245,0.287222,0.0931167,0.976553,0.0226093,0.000837381,0,0,0.173673,0.268129,0.240998,0.158097,0.159102
clock_0,1234,clock,46,0.452584,0.493721,0.0142897,1.305,1.59568,-0.217582,1.44651,2.21725,0.0159357,0.106836,85.1904,175.014,0.0811169,0.665568,142.905,0.0771215,0.251863,0.489304,0.00146344,8.60844e-05,0.134765,0.374381,0.0862136,0.146387,0.0410192,0.333104,0.393277,0.903758,0.0935738,0.00241036,0.000258253,0
picture_3,1235,picture,35,0.322752,0.561386,0.180703,1.20001,1.78086,-0.900275,1.46938,1.20065,0.175968,0.455306,81.8363,153.468,0.144649,0.692531,127.589,0.146017,0.275566,0.453323,0.0160029,0.0761789,0.276503,0.177992,0.0456434,0.151271,0.184875,0.133798,0.484413,0.71427,0.219374,0.0568305,0.00698928,0.00253575
picture_4,1236,picture,35,0.223271,0.686442,0.418028,0.870005,1.33611,-0.93006,1.1187,1.19214,0.111156,0.367018,84.7214,176.631,0.115745,0.869505,119.145,0.158182,0.15242,0.319843,0.021917,0.105577,0.385062,0.167601,0.00269058,0.0123318,0.059361,0.17954,0.746076,0.828615,0.0912276,0.0528868,0.0256446,0.00162556
door_0,1237,door,23,0.143641,0.849799,0.702878,1.22786e-05,1.91703,-0.392357,0.924147,0.512154,0.397418,1.70451,88.862,36.7214,0.673558,0.31551,68.97,0.257503,0.187392,0.946242,0.000800472,0.00155881,0.00616153,0.0452372,0.31368,0.354978,0.284431,0.0174419,0.02947,0.0697464,0.0775931,0.194715,0.301251,0.356694
closet_0,1238,closet,22,0.450468,0.544217,0.0910913,0.00171065,1.65099,1.30914,0.930259,0.343483,0.731246,2.1031,89.5385,136.905,0.358277,0.271656,145.65,0.245676,0.213832,0.605765,0.00196737,0.00373164,0.0844451,0.304091,0.441029,0.39325,0.0787563,0.0367502,0.0502141,0.3377,0.282409,0.200013,0.120602,0.0592755
wall_0,1239,wall,13,0.176612,0.819088,0.640326,1.04904e-05,2.28854,0.893757,1.10249,2.15256,3.74984,9.64446,86.4458,127.531,0.144949,0.548225,136.906,0.161605,0.308207,0.605896,0.0128534,0.0238553,0.131642,0.225753,0.182464,0.178243,0.145476,0.243515,0.250302,0.774047,0.164145,0.0330118,0.0171951,0.0116011
wall_1,1240,wall,13,0.340728,0.613623,0.250071,6.19888e-06,2.28854,3.0688,1.13066,0.861395,3.99994,6.60254,87.8166,107.965,0.120275,0.667024,115.023,0.114824,0.184109,0.620904,0.046586,0.0713617,0.145952,0.115197,0.0119972,0.0840251,0.243071,0.38864,0.272268,0.810026,0.159046,0.0272517,0.00273144,0.000945101
wall_2,1241,wall,13,0.361912,0.634026,0.270084,0.00103796,2.195,2.50104,1.1361,-0.238715,0.773365,3.69326,89.2814,91.3601,0.081772,0.757574,102.055,0.112,0.172564,0.705494,0.0493107,0.0870115,0.0584741,0.0997093,0.00506017,0.0442009,0.13955,0.28193,0.52926,0.892743,0.0733747,0.0288714,0.00479385,0.000216671
wall_3,1242,wall,13,0.360247,0.614869,0.242181,7.33137e-06,2.26167,-0.852305,1.21382,1.52958,3.46062,7.18242,86.901,108.253,0.146551,0.658731,122.564,0.163977,0.251169,0.674609,0.0164715,0.0366869,0.117218,0.155015,0.0647887,0.11886,0.174189,0.288791,0.353371,0.78094,0.152139,0.0343436,0.0175807,0.0149965
wall_4,1243,wall,13,0.0620133,0.890369,0.804547,0.10487,1.70992,0.623313,0.928533,0.314537,0.156436,0.585834,88.9007,134.046,0.21405,0.611242,140.333,0.251694,0.321259,0.574585,0.00779481,0.0345478,0.12589,0.257183,0.127913,0.231292,0.110116,0.121233,0.409446,0.636541,0.144066,0.116025,0.0630138,0.0403536
ceiling_0,1244,ceiling,53,0.161609,0.831764,0.666841,2.085,2.28757,2.72586,2.17438,1.25302,0.897224,4.15806,0.995438,128.226,0.122684,0.592494,144.27,0.0908054,0.181501,0.631366,0.00483849,0.00224888,0.0855709,0.275976,0.00127209,0.190019,0.295284,0.379492,0.133933,0.806415,0.190337,0.00324838,0,0
floor_0,1245,floor,14,0.195396,0.804207,0.608612,-0.112731,0.0443417,1.46825,-0.0163907,0.957496,2.89189,17.2357,0.684427,40.2049,0.601402,0.190797,61.8145,0.207539,0.117883,0.939425,0.0059563,0.00457813,0.0226236,0.0274171,0.590083,0.361013,0.0459363,0.00296738,0,0.0346353,0.109884,0.377013,0.298203,0.180265
night_stand_0,1246,night_stand,167,0.099942,0.633157,0.399765,1.92523e-05,0.406867,1.9396,0.338394,0.200774,0.230702,0.462204,20.8439,77.2231,0.55015,0.0953039,88.6141,0.289248,0.0906864,0.788091,0.0658223,0.0159546,0.0638563,0.066276,0.870397,0.116144,0.0121739,0.00128544,0,0.149263,0.186465,0.218601,0.222609,0.223062
bottle_0,1248,bottle,12,0.228505,0.554544,0.217564,0.604123,0.876458,1.56455,0.73664,2.3618,0.00472256,0.040752,88.6465,221.754,0.260516,0.756138,24.5429,0.170413,0.136215,0.00984683,0.00656455,0.242888,0.734136,0.00656455,0,0.0142232,0.11488,0.480306,0.390591,0.448578,0.333698,0.180525,0.0350109,0.00218818
speaker_0,1249,speaker,120,0.251371,0.636975,0.329777,0.630055,0.80626,1.86282,0.709634,2.67896,0.00358559,0.0360271,66.1559,231.589,0.222334,0.445328,39.6201,0.115898,0.144432,0.0308851,0.00677966,0.0316384,0.916761,0.013936,0.0497175,0.322411,0.517514,0.106215,0.00414313,0.40226,0.564595,0.0177024,0.00489642,0.0105461
book_0,1250,book,124,0.373588,0.588417,0.195831,0.618007,0.67418,1.45774,0.647867,2.90005,0.00661319,0.084154,5.17574,125.201,0.185802,0.609112,69.2236,0.11613,0.107514,0.246156,0.427206,0.167336,0.146281,0.0130212,0.00041557,0.0501454,0.361684,0.55631,0.0314448,0.654246,0.285081,0.0458512,0.014545,0.000277047
pen_holder_0,1251,pen_holder,74,0.202599,0.552602,0.227603,0.645018,0.756885,1.76547,0.689578,2.97156,0.00329115,0.0275453,23.8817,229.961,0.152865,0.579107,50.7389,0.0756549,0.198833,0.0430108,0.0129032,0.0580645,0.850896,0.0351254,0.00143369,0.136918,0.507527,0.173477,0.180645,0.74552,0.25233,0.00143369,0,0.000716846
pen_holder_1,1252,pen_holder,74,0.148788,0.51419,0.196891,0.660041,0.757696,1.71225,0.695996,3.20002,0.00292253,0.0299599,0.669678,237.279,0.173936,0.623575,36.0815,0.0685172,0.149608,0.0185841,0.00442478,0.0336283,0.918584,0.0247788,0,0.0575221,0.416814,0.399115,0.126549,0.630088,0.369912,0,0,0
lamp_0,1253,lamp,16,0.152622,0.558013,0.260708,0.676627,1.05965,1.57031,0.739236,3.51713,0.0587505,0.157568,40.5152,196.371,0.0553393,0.827386,98.5497,0.0634214,0.193626,0.206863,0.0362745,0.0352941,0.681373,0.0401961,0.00294118,0.045098,0.0960784,0.232353,0.623529,0.952941,0.0460784,0.000980392,0,0
speaker_1,1254,speaker,120,0.103734,0.863178,0.7429,0.900008,0.931258,1.58634,0.9112,3.72806,0.000200949,0.00782451,31.7954,271.091,0.129679,0.588354,38.6352,0.049392,0.10192,0.0151515,0,0,0.772727,0.212121,0,0.121212,0.30303,0.575758,0,0.939394,0.0606061,0,0,0
table_0,1255,table,41,0.147215,0.849282,0.700315,0.428212,0.719544,1.55011,0.595727,2.8184,0.262644,1.41061,5.90332,198.245,0.104693,0.734103,70.8793,0.0876474,0.192584,0.126529,0.0376774,0.222803,0.586151,0.0268398,0.0172905,0.06512,0.104239,0.390306,0.423044,0.901694,0.0863106,0.00806023,0.00260007,0.00133549
chair_0,1256,chair,39,0.139657,0.665071,0.427779,1.37687e-05,0.988471,0.880399,0.620755,3.09193,0.394445,0.681671,63.7696,211.61,0.414563,0.116403,75.0065,0.205806,0.120826,0.110658,0.00758059,0.044285,0.819,0.0184767,0.870258,0.0999019,0.0171692,0.00706692,0.00560372,0.150133,0.307785,0.377255,0.143798,0.0210295
pillow_0,1257,pillow,18,0.131198,0.836971,0.689858,0.450001,0.612269,-0.819438,0.532625,3.42781,0.0732904,0.379385,15.024,120.15,0.192093,0.36824,82.2663,0.169874,0.230387,0.460169,0.195546,0.189611,0.120656,0.0340186,0.300294,0.367168,0.0788669,0.24021,0.0134606,0.610316,0.273801,0.0918992,0.0140724,0.00991189
towel_0,1258,towel,6,0.384655,0.566873,0.157982,0.508959,0.604647,0.284616,0.547327,3.60905,0.0329154,0.320352,2.45718,156.413,0.153271,0.474529,93.8543,0.153327,0.34734,0.335649,0.0669421,0.157919,0.400244,0.0392451,0.322411,0.161769,0.137921,0.114543,0.263356,0.767815,0.160079,0.0476012,0.0169937,0.00751103
bed_0,1259,bed,17,0.325375,0.614078,0.25843,7.7486e-07,0.571554,-0.0746815,0.454971,3.54012,1.6667,2.27145,10.7512,124.955,0.229325,0.348044,78.5039,0.208921,0.278399,0.397714,0.20203,0.21037,0.177632,0.0122541,0.377934,0.276665,0.161067,0.0854875,0.0988469,0.583586,0.243957,0.0962846,0.0553219,0.0208506
closet_0,1260,closet,22,0.13069,0.704737,0.491761,1.2517e-05,1.942,-0.540281,0.961953,2.07737,2.03907,2.09932,89.147,92.327,0.200514,0.318364,86.7486,0.16025,0.230661,0.728701,0.0730604,0.0259688,0.120777,0.0514929,0.381612,0.36838,0.0956916,0.0955678,0.0587477,0.567908,0.331634,0.0826003,0.00843675,0.0094217
shelves_0,1261,shelves,57,0.320605,0.560903,0.181052,0.210554,1.62153,0.568973,0.813901,1.66575,0.859332,2.00485,87.726,137.285,0.111863,0.542688,115.503,0.126417,0.231826,0.530823,0.0266266,0.0832241,0.227783,0.131543,0.0986782,0.153762,0.362411,0.233148,0.152001,0.877811,0.0837434,0.0255689,0.006891,0.00598529
shelves_1,1262,shelves,57,0.25805,0.493174,0.110737,0.174716,0.510267,1.14561,0.364548,1.94461,0.0870951,0.238467,13.3388,191.939,0.292262,0.142008,80.5923,0.19956,0.111301,0.171003,0.0358906,0.143468,0.625142,0.0244968,0.779624,0.180498,0.0390239,0.000854539,0,0.377611,0.371534,0.179548,0.0508925,0.020414
door_0,1263,door,23,0.378485,0.616731,0.235854,0.00202,1.4664,-0.439643,1.07197,0.635426,0.168892,0.809305,89.5029,78.1383,0.538393,0.354781,113.11,0.347978,0.240889,0.779739,0.000988352,0.00180021,0.118461,0.0990116,0.343982,0.315708,0.222414,0.0291564,0.0887399,0.280833,0.137593,0.0836569,0.116273,0.381645
window_0,1264,window,5,0.343203,0.605271,0.236305,0.937504,1.92181,0.0523594,1.43179,4.00303,0.659927,1.17082,81.8928,193.402,0.122735,0.582481,92.7536,0.111115,0.271101,0.210457,0.0134366,0.142649,0.555906,0.0775517,0.0942155,0.200383,0.213365,0.255,0.237036,0.828257,0.148759,0.016762,0.00328859,0.00293273
wall_0,1265,wall,13,0.25314,0.738653,0.481409,7.96914e-05,2.28794,0.162704,1.08119,4.04595,2.30637,7.04195,87.9445,99.5535,0.227865,0.451527,86.475,0.220499,0.269913,0.686345,0.0561299,0.0624082,0.161698,0.0334191,0.2193,0.253569,0.216456,0.186222,0.124453,0.612642,0.182182,0.116857,0.069762,0.0185578
wall_1,1266,wall,13,0.146979,0.850482,0.702233,0.00026381,1.98883,-0.833973,1.02005,1.96952,1.30291,5.62483,88.3584,77.7736,0.137895,0.575363,85.621,0.149276,0.236668,0.789426,0.047348,0.0375929,0.0714478,0.0541854,0.078617,0.197832,0.19673,0.325801,0.201019,0.778412,0.147923,0.0626444,0.00401976,0.00700014
wall_2,1267,wall,13,0.0865492,0.894414,0.798347,0.00011456,2.29143,0.894651,1.18494,4.06778,0.609083,1.6033,85.9572,96.2187,0.124003,0.587183,83.9974,0.160544,0.24642,0.666873,0.0627952,0.133857,0.0996185,0.0368563,0.0769828,0.188138,0.188724,0.324018,0.222137,0.80751,0.115813,0.0483352,0.0230238,0.00531827
wall_3,1268,wall,13,0.287213,0.710452,0.422072,-0.00257862,2.28197,1.86638,1.1721,3.13722,2.11761,7.86274,85.3917,110.775,0.083882,0.68864,93.7934,0.0890168,0.183719,0.540776,0.191871,0.0413805,0.164175,0.061798,0.0200715,0.0809739,0.120932,0.494462,0.283561,0.925918,0.0634997,0.00358645,0.00619181,0.000803999
wall_4,1269,wall,13,0.303577,0.689456,0.382396,0.0350712,1.96516,1.4235,0.881353,1.74478,0.954004,3.99997,87.7222,104.633,0.103733,0.721338,114.478,0.0949278,0.185544,0.703936,0.027584,0.0281271,0.103055,0.137298,0.032749,0.04042,0.105539,0.448947,0.372345,0.879758,0.107162,0.00973587,0.00172542,0.00161793
wall_5,1270,wall,13,0.206452,0.791127,0.583464,0.365829,1.56196,0.295277,0.926677,0.926245,0.253737,1.82159,89.9137,91.5227,0.124045,0.606446,110.498,0.149692,0.260706,0.766303,0.0119946,0.0215636,0.0792984,0.120841,0.125099,0.139701,0.107891,0.338122,0.289188,0.815557,0.116492,0.044718,0.0211946,0.00203841
floor_0,1271,floor,14,0.283417,0.715544,0.431607,-0.14705,0.0143445,0.511462,-0.0286074,3.08364,2.52025,11.7425,1.58832,80.7958,0.476165,0.120637,106.623,0.289531,0.133398,0.780186,0.00309456,0.00461437,0.127087,0.0850179,0.846636,0.0958855,0.0422618,0.0148319,0.000384531,0.203536,0.19688,0.254184,0.189693,0.155708
ceiling_0,1272,ceiling,53,0.166268,0.830618,0.662793,2.11875,2.2921,0.481262,2.19149,3.48822,0.773957,4.35289,0.188712,153.439,0.100575,0.563597,64.1576,0.0786567,0.150723,0.201378,0.19408,0.484584,0.116752,0.00320508,0.024798,0.107829,0.438103,0.398995,0.0302752,0.90773,0.0864318,0.00167025,0.0030847,0.00108341
bottle_0,1274,bottle,12,0.0405058,0.693433,0.519896,0.675011,0.982593,1.47156,0.741457,2.42905,0.00735003,0.0479107,86.914,219.18,0.13353,0.779905,48.855,0.144379,0.117669,0.0515127,0.0151267,0.16251,0.753066,0.0177841,0,0.0159444,0.0560098,0.448487,0.479558,0.803352,0.119583,0.0621423,0.0124693,0.00245298
speaker_0,1275,speaker,120,0.175756,0.620892,0.34346,0.69092,0.905697,1.77355,0.766274,2.72459,0.00943345,0.0554504,73.9686,229.352,0.211277,0.473273,41.1595,0.145242,0.195291,0.0304073,0.0129088,0.0618187,0.878944,0.0159208,0.0730063,0.291452,0.38669,0.189902,0.0589501,0.522949,0.422404,0.0273953,0.0127653,0.0144865
book_0,1276,book,124,0.376734,0.551805,0.139341,0.674253,0.758421,1.37116,0.71075,2.94487,0.0156487,0.144786,6.15982,167.76,0.117217,0.6607,83.49,0.0802185,0.112573,0.198633,0.20922,0.160042,0.397844,0.0342604,0.000384949,0.0115485,0.285247,0.602348,0.100472,0.905688,0.0809354,0.0110673,0.00221345,9.62371e-05
pen_holder_0,1277,pen_holder,74,0.235303,0.545873,0.201159,0.665978,0.827635,1.70274,0.748901,3.01478,0.00660771,0.0425466,42.5843,229.357,0.125677,0.657673,51.2502,0.0788045,0.207842,0.042344,0.0120983,0.113422,0.796975,0.0351607,0,0.0918715,0.388658,0.206427,0.313043,0.803025,0.195463,0.00151229,0,0
pen_holder_1,1278,pen_holder,74,0.132211,0.478118,0.151071,0.660587,0.80215,1.62629,0.720854,3.26845,0.0054149,0.0329421,64.4283,233.058,0.134299,0.768576,46.8252,0.0767625,0.160173,0.0409534,0.00476706,0.0242687,0.91441,0.0156013,0,0.00671723,0.184615,0.326327,0.48234,0.791333,0.208017,0.000650054,0,0
lamp_0,1279,lamp,16,0.0337665,0.883477,0.808332,0.698438,1.10197,1.65861,0.877519,3.56304,0.0394961,0.148127,66.3969,200.145,0.0322948,0.86989,116.841,0.035503,0.103025,0.28103,0.00175644,0.0122951,0.491803,0.213115,0,0.00058548,0.0199063,0.174473,0.805035,0.998244,0.00175644,0,0,0
speaker_1,1280,speaker,120,0.215714,0.60743,0.303288,0.759421,0.881763,1.51556,0.8235,3.7821,0.00208953,0.0234912,60.5725,245.991,0.179039,0.519526,29.5176,0.0814296,0.149519,0.0139276,0,0,0.961003,0.0250696,0.0111421,0.203343,0.412256,0.359331,0.0139276,0.654596,0.337047,0.00278552,0.00278552,0.00278552
table_0,1281,table,41,0.12369,0.873288,0.748087,0.549158,0.722199,1.45131,0.675938,2.90665,0.303241,1.38839,4.71825,198.039,0.0892851,0.740271,83.385,0.0893972,0.205229,0.173783,0.0293994,0.101897,0.649377,0.0455444,0.0279919,0.0537635,0.112789,0.355122,0.450333,0.924218,0.065535,0.00587319,0.00210295,0.00227052
chair_0,1282,chair,39,0.130799,0.621459,0.366789,1.01328e-05,0.985181,0.803702,0.618574,3.12315,0.633857,0.893569,54.1496,216.829,0.431152,0.104417,69.7998,0.212924,0.115227,0.0945713,0.00353783,0.0331006,0.849464,0.0193267,0.883791,0.0871856,0.0182215,0.00686002,0.00394215,0.143993,0.296881,0.347995,0.181299,0.0298323
pillow_0,1283,pillow,18,0.107717,0.864809,0.743355,0.478148,0.640439,-0.81974,0.567289,3.4449,0.0726941,0.401582,11.3389,117.211,0.175822,0.569981,80.0328,0.198156,0.248944,0.494514,0.124281,0.235144,0.127441,0.0186214,0.130011,0.117409,0.125284,0.529374,0.0979222,0.735213,0.129986,0.0719024,0.0481147,0.0147843
towel_0,1284,towel,6,0.348716,0.625837,0.264398,0.49707,0.595935,0.276328,0.530593,3.63363,0.0290053,0.286287,1.56573,165.572,0.165802,0.366919,86.9712,0.147524,0.282105,0.268075,0.0949172,0.20438,0.398636,0.0339922,0.340668,0.354867,0.110928,0.0549044,0.138633,0.682295,0.253503,0.0472321,0.0112952,0.00567425
bed_0,1285,bed,17,0.338201,0.611353,0.247929,1.60933e-06,0.524681,-0.0973404,0.458752,3.56265,1.34526,2.09665,8.64861,112.693,0.301046,0.237557,71.6684,0.235455,0.239105,0.407931,0.27509,0.188472,0.120209,0.00829789,0.602422,0.212052,0.0746955,0.0667095,0.0441211,0.446522,0.230081,0.20419,0.0889777,0.0302294
